"Comment","User","ReplyCount","LikeCount","PublishTime","CommentId","ParentID","ReplyToAnotherUser","VideoID","sentimentQDAP.WordCount","sentimentQDAP.SentimentGI","sentimentQDAP.NegativityGI","sentimentQDAP.PositivityGI","sentimentQDAP.SentimentHE","sentimentQDAP.NegativityHE","sentimentQDAP.PositivityHE","sentimentQDAP.SentimentLM","sentimentQDAP.NegativityLM","sentimentQDAP.PositivityLM","sentimentQDAP.RatioUncertaintyLM","sentimentQDAP.SentimentQDAP","sentimentQDAP.NegativityQDAP","sentimentQDAP.PositivityQDAP","Sentiment.WordCount","Sentiment.SentimentGI","Sentiment.NegativityGI","Sentiment.PositivityGI","Sentiment.SentimentHE","Sentiment.NegativityHE","Sentiment.PositivityHE","Sentiment.SentimentLM","Sentiment.NegativityLM","Sentiment.PositivityLM","Sentiment.RatioUncertaintyLM","Sentiment.SentimentQDAP","Sentiment.NegativityQDAP","Sentiment.PositivityQDAP"
"who the fuck passes banana's around","Maskers","0","0","2021-01-15T19:52:42Z","UgxAt3b_FMNwEsW7UFR4AaABAg","None","FALSE","OHviieMFY0c",  4.000000000,  0.000000000,  0.250000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.500000000,  0.500000000,  0.000000000,  4,neutral,0.25000000,0.25000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.50000000,0.00000000
"wait, you're using *vi*?!?!? am i blind and you're using vim? or you actually got vi to be not confusion to use?","jan Luna","0","0","2020-11-17T21:59:56Z","UgymGuNznccBhoji_Cp4AaABAg","None","FALSE","OHviieMFY0c", 11.000000000,  0.090909091,  0.272727273,  0.363636364,  0.000000000,  0.000000000,  0.000000000, -0.090909091,  0.090909091,  0.000000000,  0.090909091,  0.090909091,  0.181818182,  0.272727273, 11,positive,0.27272727,0.36363636,neutral,0.000000000,0.000000000,negative,0.09090909,0.000000000,0.090909091,positive,0.18181818,0.27272727
"0:47 voice crack laughing ","Rui Xi Zhang","1","0","2020-10-28T19:07:19Z","Ugw4eNvc34OXO8iXVHh4AaABAg","None","FALSE","OHviieMFY0c",  3.000000000,  0.000000000,  0.333333333,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.333333333,  0.333333333,  0.000000000,  3,neutral,0.33333333,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.33333333,0.00000000
"why would you pass a banana","Nithin Sai","0","0","2020-10-17T10:21:22Z","UgzsQXFGvd8D-tyyWbR4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.000000000,  0.500000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.500000000,  0.500000000,  0.000000000,  2,neutral,0.50000000,0.50000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.50000000,0.00000000
"0:24 can someone plz get me the link of the tune...if known!","Predak","0","2","2020-09-12T05:22:55Z","UgzYbo1AOIzB8sacpe54AaABAg","None","FALSE","OHviieMFY0c",  7.000000000, -0.142857143,  0.142857143,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  7,negative,0.14285714,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"why do u pronounce samson like that lmao","whistletoe","0","0","2020-08-26T13:54:57Z","Ugw9hs4klZP_24Lw9Ql4AaABAg","None","FALSE","OHviieMFY0c",  4.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  4,positive,0.00000000,0.25000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.25000000
"i'm that straight sitter laughing it's not because i want to sit ergonomically. it's because i cant think well and feel sleepy if i sit lazily. i would probably fell asleep","Nocturne Cie","0","0","2020-07-04T04:50:46Z","UgwbJQggp7_CDKGL_254AaABAg","None","FALSE","OHviieMFY0c", 16.000000000,  0.062500000,  0.125000000,  0.187500000, -0.062500000,  0.062500000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.062500000,  0.062500000,  0.062500000,  0.125000000, 16,positive,0.12500000,0.18750000,negative,0.062500000,0.000000000,neutral,0.00000000,0.000000000,0.062500000,positive,0.06250000,0.12500000
"you keep very cool music in your videos, maybe that's the reason i watch it tongue sticking out ","Sharad Sawhney","0","1","2020-06-03T03:38:59Z","Ugxo1NO7MhYGiip93vZ4AaABAg","None","FALSE","OHviieMFY0c", 10.000000000, -0.100000000,  0.200000000,  0.100000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.100000000,  0.200000000,  0.000000000,  0.200000000, 10,negative,0.20000000,0.10000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.100000000,positive,0.00000000,0.20000000
"4:42 that is so me black square button black square button black square button black square button black square button ","Sumit Limbu","0","0","2020-05-25T09:15:42Z","UgwO2YrmlkvWP0-gfDR4AaABAg","None","FALSE","OHviieMFY0c", 15.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, 15,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"6:25 music name?","rohit singh","2","1","2020-05-08T09:50:10Z","Ugy4YWTuyHX37VYjCZF4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"vim tutorial","Anand Dev","0","0","2020-05-06T10:05:49Z","UgxmzGwlfLHp1k8r_RZ4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"dude, what do you have against syntax highlighting!","Salman Abedin","0","0","2020-05-03T13:36:08Z","UgypTQ-IK7fC9rMBwdt4AaABAg","None","FALSE","OHviieMFY0c",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"which song is playing at 6:18","Fun oN","1","0","2020-04-17T08:20:42Z","Ugz-vxDyytsIDFsbH1x4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  2,positive,0.00000000,0.50000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.50000000
"which song is playing at 6.18","Fun oN","0","0","2020-04-17T08:19:45Z","UgwhbIOPCDP8JgqCsRx4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  2,positive,0.00000000,0.50000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.50000000
"song name 7:10?","Drytube 2.0","1","3","2020-03-21T01:26:05Z","Ugyi63s2rLxgZxPIgC54AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"joma, are you korean?","Bit Sopheap","0","0","2020-03-18T05:32:51Z","UgzweFT-w--U3S5Jfux4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"2:56 you might know how to peel a banana but you don't know how to eat it in public","Vinícius","0","2","2020-03-15T18:08:47Z","Ugw7CTvtg6VVZtGo0Hx4AaABAg","None","FALSE","OHviieMFY0c",  8.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000, -0.250000000,  0.250000000,  0.000000000,  0.125000000, -0.125000000,  0.125000000,  0.000000000,  8,positive,0.00000000,0.25000000,neutral,0.000000000,0.000000000,negative,0.25000000,0.000000000,0.125000000,negative,0.12500000,0.00000000
"can anyone tell me about the background song at last part of this video","Code with Ash","1","0","2020-03-05T17:38:49Z","UgypdBuyirofTSoasNl4AaABAg","None","FALSE","OHviieMFY0c",  8.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  8,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"bro!!! u r a lit person i really love watching your videos and its so funny and entertaining plus there's a lot of stuff to learn from you!! broo!! can u share the source code of this web app?","Rehan Khan","0","1","2019-08-28T05:10:22Z","UgxdPT_nOa8z94quoZ54AaABAg","None","FALSE","OHviieMFY0c", 21.000000000,  0.238095238,  0.000000000,  0.238095238,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.095238095,  0.047619048,  0.142857143, 21,positive,0.00000000,0.23809524,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.04761905,0.14285714
"man the way you acted sitting always kill me lol...","Chestnutbabe Rach","0","0","2019-07-29T05:20:30Z","Ugy233JfABL0wIaGM0t4AaABAg","None","FALSE","OHviieMFY0c",  7.000000000,  0.000000000,  0.142857143,  0.142857143,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.142857143,  0.142857143,  0.000000000,  7,neutral,0.14285714,0.14285714,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.14285714,0.00000000
"""too many hours later"" it was literally a minute ahahah","Quantickzz","0","5","2019-06-29T12:25:27Z","UgyWbPzsnnKeKQPgrMN4AaABAg","None","FALSE","OHviieMFY0c",  6.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  6,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"so confused on what's going on?","Invisible Liberty","0","0","2019-06-23T05:48:21Z","UgyvMnAIg_Z5DP3pk2t4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000, -0.500000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.500000000,  0.500000000,  0.000000000,  0.500000000, -0.500000000,  0.500000000,  0.000000000,  2,negative,0.50000000,0.00000000,neutral,0.000000000,0.000000000,negative,0.50000000,0.000000000,0.500000000,negative,0.50000000,0.00000000
"what's the name of the track at 6:20?","Matthias Riegler","1","0","2019-05-28T17:29:38Z","Ugz9ii-zwM--qNivTGl4AaABAg","None","FALSE","OHviieMFY0c",  3.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"the straight sitter..you missed them having a banana, granola bar, yogurt and swell bottle on their desk.","MNML Dev","0","1","2019-04-15T18:01:06Z","UgwQk-j_uRp8tQuB1gV4AaABAg","None","FALSE","OHviieMFY0c", 10.000000000, -0.100000000,  0.200000000,  0.100000000,  0.000000000,  0.000000000,  0.000000000, -0.200000000,  0.200000000,  0.000000000,  0.000000000, -0.200000000,  0.200000000,  0.000000000, 10,negative,0.20000000,0.10000000,neutral,0.000000000,0.000000000,negative,0.20000000,0.000000000,0.000000000,negative,0.20000000,0.00000000
"dude you are hilarious! your videos are so entertaining","Abdirahman Isaac","0","0","2019-03-14T16:23:33Z","Ugx-kkB6V31MwC34e6F4AaABAg","None","FALSE","OHviieMFY0c",  4.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  4,positive,0.00000000,0.50000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.50000000
"great video can i get the source code for the web app?","Ravi Shankar Das","0","0","2019-01-26T16:47:06Z","UgwksNxPQhHyPcAlxAh4AaABAg","None","FALSE","OHviieMFY0c",  8.000000000,  0.000000000,  0.125000000,  0.125000000,  0.000000000,  0.000000000,  0.000000000,  0.125000000,  0.000000000,  0.125000000,  0.000000000,  0.125000000,  0.000000000,  0.125000000,  8,neutral,0.12500000,0.12500000,neutral,0.000000000,0.000000000,positive,0.00000000,0.125000000,0.000000000,positive,0.00000000,0.12500000
"the banana joke is hilarious laughing ","Wiky Cheng","0","0","2018-12-30T08:06:05Z","Ugz0vQjUegOIIqmQT8F4AaABAg","None","FALSE","OHviieMFY0c",  4.000000000,  0.500000000,  0.250000000,  0.750000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.250000000,  4,positive,0.25000000,0.75000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.25000000,0.25000000
"can i get your configuration for your syntax coloring? like your .vimrc file. thanks joma","Hoàng Dũng","0","0","2018-11-24T13:52:01Z","Ugy08PN1mssRvfJ_dG54AaABAg","None","FALSE","OHviieMFY0c", 10.000000000,  0.100000000,  0.100000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.300000000,  0.000000000,  0.300000000, 10,positive,0.10000000,0.20000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.30000000
"i came for javascript and stayed for the banana lol","Seven Kate","0","0","2018-11-02T20:40:00Z","UgwqPicN3PyQYF4qyRx4AaABAg","None","FALSE","OHviieMFY0c",  5.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  5,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"anyone knows both of the music he used in clip? at 5:44 and 6:20","Pavan Jadhaw","6","0","2018-11-02T05:47:10Z","UgzmMVgEDgksL3HAMcZ4AaABAg","None","FALSE","OHviieMFY0c",  5.000000000,  0.400000000,  0.000000000,  0.400000000,  0.000000000,  0.000000000,  0.000000000, -0.200000000,  0.200000000,  0.000000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  5,positive,0.00000000,0.40000000,neutral,0.000000000,0.000000000,negative,0.20000000,0.000000000,0.000000000,positive,0.00000000,0.20000000
"joma, discord????","GLassConference","0","0","2018-10-09T02:43:53Z","UgxkQgCUU_lfnQ01umx4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000, -0.500000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.500000000,  0.500000000,  0.000000000,  2,negative,0.50000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.50000000,0.00000000
"bro why u usin var","Young Moon","0","0","2018-10-05T23:31:21Z","UgzRB9RWbdDR7p2FXfN4AaABAg","None","FALSE","OHviieMFY0c",  3.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"more videos with you coding please !","Freeman West","0","0","2018-09-26T20:31:03Z","Ugy73OWyH59eDU7At1t4AaABAg","None","FALSE","OHviieMFY0c",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.333333333,  0.000000000,  0.333333333,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  3,positive,0.00000000,0.33333333,positive,0.000000000,0.333333333,positive,0.00000000,0.333333333,0.000000000,positive,0.00000000,0.33333333
"test","Matt Cho Archives 1","0","0","2018-09-22T23:13:44Z","UgyTylnoZb_IP4G47UF4AaABAg","None","FALSE","OHviieMFY0c",  1.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  1,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"*oh i'm miserable laughing *","Legend","0","2","2018-09-20T19:30:58Z","Ugw0hWl5E_TorxDZV5h4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000, -0.500000000,  1.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.500000000,  0.500000000,  0.000000000,  2,negative,1.00000000,0.50000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.50000000,0.00000000
"this is sick. mostly cause of the cool coding music. need to update my playlist","Ibo Cetinkaya","1","0","2018-09-18T09:20:00Z","UgwFAPEUgwFJC_s_N594AaABAg","None","FALSE","OHviieMFY0c",  9.000000000, -0.333333333,  0.333333333,  0.000000000,  0.111111111,  0.000000000,  0.111111111,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.111111111,  0.111111111,  9,negative,0.33333333,0.00000000,positive,0.000000000,0.111111111,neutral,0.00000000,0.000000000,0.000000000,neutral,0.11111111,0.11111111
"hey! what is the song use for coding?","Jonas JaggerJ","1","0","2018-09-14T11:29:27Z","UgxWmp_XhRHm8ikzOB54AaABAg","None","FALSE","OHviieMFY0c",  4.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  4,positive,0.00000000,0.25000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.25000000
"woah thanks for the feature joma oppa!","Yousef Khan","0","0","2018-09-13T12:42:29Z","Ugz-j0_WgpEQHcdA5oJ4AaABAg","None","FALSE","OHviieMFY0c",  5.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  5,positive,0.00000000,0.20000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.20000000
"can i move to silicon valley and do your job? i have a feeling i have te skillset of a 12 year old by now... i'm 28 btw","TheRefilon","0","0","2018-09-10T15:32:23Z","UgxWxqltcduQDwV3n894AaABAg","None","FALSE","OHviieMFY0c", 11.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, 11,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"actually fucken clickbate","ashley pursell","0","0","2018-09-09T08:06:13Z","UgyyMuJAyzDvFChy-et4AaABAg","None","FALSE","OHviieMFY0c",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"i'm currently studying nodejs with no javascript knowledge. what a pain in the ass. lol","PCP2022","0","0","2018-09-09T02:41:03Z","UgxsQyJRG0EZaXkUa394AaABAg","None","FALSE","OHviieMFY0c",  8.000000000, -0.125000000,  0.250000000,  0.125000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.125000000,  0.125000000,  8,negative,0.25000000,0.12500000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.12500000,0.12500000
"which background music play?, i like your music please send me link...","Shiraj Tamboli","1","0","2018-09-08T14:37:14Z","Ugxw6Jo46o-LMRtWTvV4AaABAg","None","FALSE","OHviieMFY0c",  8.000000000,  0.375000000,  0.000000000,  0.375000000,  0.125000000,  0.000000000,  0.125000000,  0.125000000,  0.000000000,  0.125000000,  0.000000000,  0.375000000,  0.000000000,  0.375000000,  8,positive,0.00000000,0.37500000,positive,0.000000000,0.125000000,positive,0.00000000,0.125000000,0.000000000,positive,0.00000000,0.37500000
"you code on terminal !! are you for real !! are you from this planet ?!!!!!!!!!! *instant subscribe*","SlimenTN","0","0","2018-09-07T15:15:45Z","Ugy4-ZJwH-AhhQnjvl14AaABAg","None","FALSE","OHviieMFY0c",  6.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000, -0.166666667,  0.166666667,  0.000000000,  0.000000000,  0.166666667,  0.000000000,  0.166666667,  6,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,negative,0.16666667,0.000000000,0.000000000,positive,0.00000000,0.16666667
"this is how you eat a banana! smiley )","Sebastian Ilienescu","0","0","2018-09-07T10:57:35Z","UgzPC7j1JGVxLup04OV4AaABAg","None","FALSE","OHviieMFY0c",  3.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"never seen someone pass an unfinished banana around hahahaha","Lester J","0","0","2018-09-05T23:39:36Z","UgzBLxAfUlTy0oUqZC94AaABAg","None","FALSE","OHviieMFY0c",  8.000000000,  0.000000000,  0.125000000,  0.125000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.250000000,  0.250000000,  0.000000000,  8,neutral,0.12500000,0.12500000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.25000000,0.00000000
"could you perhaps make a video about heroku. maybe e tongue sticking out laining the usage of it and how to employ a web app. basically a overall tutorial. would really appreciate! thanks in advance!","Moheb Anwari","0","0","2018-09-04T09:36:23Z","Ugz-NzFIIrOE30ScbRN4AaABAg","None","FALSE","OHviieMFY0c", 19.000000000,  0.157894737,  0.105263158,  0.263157895,  0.000000000,  0.000000000,  0.000000000,  0.052631579,  0.000000000,  0.052631579,  0.105263158,  0.157894737,  0.000000000,  0.157894737, 19,positive,0.10526316,0.26315789,neutral,0.000000000,0.000000000,positive,0.00000000,0.052631579,0.105263158,positive,0.00000000,0.15789474
"is socket.io good to handle a lot of sockets at one time? or should i make multiple servers to avoid overload?","pingpong22","0","0","2018-09-03T14:49:30Z","UgwzUqdTRfhvh8OMYuN4AaABAg","None","FALSE","OHviieMFY0c", 12.000000000,  0.000000000,  0.166666667,  0.166666667,  0.083333333,  0.000000000,  0.083333333,  0.000000000,  0.083333333,  0.083333333,  0.000000000,  0.083333333,  0.083333333,  0.166666667, 12,neutral,0.16666667,0.16666667,positive,0.000000000,0.083333333,neutral,0.08333333,0.083333333,0.000000000,positive,0.08333333,0.16666667
"really good","J Lw","0","0","2018-09-02T16:44:15Z","Ugyri5WXlp_OCuO9HY14AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.500000000,  0.000000000,  0.500000000,  0.500000000,  0.000000000,  0.500000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  2,positive,0.00000000,0.50000000,positive,0.000000000,0.500000000,positive,0.00000000,0.500000000,0.000000000,positive,0.00000000,0.50000000
"the sitters part ahsuasha","Thiago Augusto Martins","0","0","2018-09-01T15:46:35Z","UgwQEWeK0mhbUXOZCKB4AaABAg","None","FALSE","OHviieMFY0c",  3.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  3,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"i want to defend those who keep their mouths open, because i'm one of them. we do it because we can't breathe through the nose!","Pigna","0","0","2018-08-31T18:37:25Z","UgzQ_notib6UTCLc2W14AaABAg","None","FALSE","OHviieMFY0c",  9.000000000,  0.111111111,  0.111111111,  0.222222222,  0.000000000,  0.000000000,  0.000000000, -0.111111111,  0.111111111,  0.000000000,  0.000000000,  0.222222222,  0.000000000,  0.222222222,  9,positive,0.11111111,0.22222222,neutral,0.000000000,0.000000000,negative,0.11111111,0.000000000,0.000000000,positive,0.00000000,0.22222222
"which song is in the background","param trivedi","0","0","2018-08-30T04:31:47Z","Ugxm22uPHc2UPei7CUt4AaABAg","None","FALSE","OHviieMFY0c",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
